type,bom_ref,license-id,group,author,name,version,purl,path,description,vcs-url,vcs-comment,website-url,website-comment,issue-tracker-url,issue-tracker-comment,distribution-url,distribution-comment,hash-alg,hash-value,author-email,deprecated-status,deprecation-reason,timestamp
library,supports-color@5.5.0,MIT,,Sindre Sorhus,supports-color,5.5.0,pkg:npm/supports-color@5.5.0,node_modules/supports-color,Detect whether a terminal supports color,git+https://github.com/chalk/supports-color.git,"as detected from PackageJson property ""repository.url""",https://github.com/chalk/supports-color#readme,"as detected from PackageJson property ""homepage""",https://github.com/chalk/supports-color/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/supports-color/-/supports-color-5.5.0.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,423563c1d5c8b78d3c308880a825f8a142ac814d84a801b3b363e9926e1a4186e39be644584716e127c5353af8b8c35999ad1ecb87f99602eb901d1a5f440ca3,sindresorhus@gmail.com,active,Active in npm registory,2024-12-18T17:55:27.773Z
library,has-flag@3.0.0,MIT,,Sindre Sorhus,has-flag,3.0.0,pkg:npm/has-flag@3.0.0,node_modules/has-flag,Check if argv has a specific flag,git+https://github.com/sindresorhus/has-flag.git,"as detected from PackageJson property ""repository.url""",https://github.com/sindresorhus/has-flag#readme,"as detected from PackageJson property ""homepage""",https://github.com/sindresorhus/has-flag/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/has-flag/-/has-flag-3.0.0.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,b0a25fd7e71e401af848c92f427043343b5fe135e95615466ad7aed2df75f1b977d059db1369b8bcd2d7f9559efdda6395bf87ba0198cd6eee4171fdf073c463,sindresorhus@gmail.com,active,Active in npm registory,2023-04-17T23:19:31.649Z
library,conventional-changelog-config-spec@2.1.0,MIT,,,conventional-changelog-config-spec,2.1.0,pkg:npm/conventional-changelog-config-spec@2.1.0,node_modules/conventional-changelog-config-spec,a spec describing the config options supported by conventional-config for upstream tooling,git+https://github.com/conventional-changelog/conventional-changelog-config-spec.git,"as detected from PackageJson property ""repository.url""",https://github.com/conventional-changelog/conventional-changelog-config-spec#readme,"as detected from PackageJson property ""homepage""",https://github.com/conventional-changelog/conventional-changelog-config-spec/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/conventional-changelog-config-spec/-/conventional-changelog-config-spec-2.1.0.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,22955e3e1d7a11b6c1d3657e500f874279cf2288605ef251c47712e7e530938013e4b8f3099266e6ca7fcaab390ba2992758ccb15e29684575dc1375a6f0eec5,,active,Active in npm registory,2022-04-27T16:24:59.242Z
library,conventional-changelog-conventionalcommits@4.6.3,ISC,,Ben Coe,conventional-changelog-conventionalcommits,4.6.3,pkg:npm/conventional-changelog-conventionalcommits@4.6.3,node_modules/conventional-changelog-conventionalcommits,conventional-changelog conventionalcommits.org preset,git+https://github.com/conventional-changelog/conventional-changelog.git,"as detected from PackageJson property ""repository.url""",https://github.com/conventional-changelog/conventional-changelog/tree/master/packages/conventional-changelog-conventionalcommits#readme,"as detected from PackageJson property ""homepage""",https://github.com/conventional-changelog/conventional-changelog/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/conventional-changelog-conventionalcommits/-/conventional-changelog-conventionalcommits-4.6.3.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,2d34d05787f038ce282cf69ddf5ed5fd0350d456381e3bb9a9e048335b931dbae7084f8483809d459de03b6a54791fadcd6769f343368f7a851440d656a395e2,,active,Active in npm registory,2025-05-19T19:46:21.201Z
library,compare-func@2.0.0,MIT,,Steve Mao,compare-func,2.0.0,pkg:npm/compare-func@2.0.0,node_modules/compare-func,Get a compare function for array to sort,git+https://github.com/stevemao/compare-func.git,"as detected from PackageJson property ""repository.url""",https://github.com/stevemao/compare-func,"as detected from PackageJson property ""homepage""",https://github.com/stevemao/compare-func/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/compare-func/-/compare-func-2.0.0.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,cc78a0e4dfad3d6011a280676f4671d4c15c75fa7226b7d32776392fe205bd49bcaccef8847cfaeb3d20c34c78b628e1e42a2b2a42940a75bcd91daf9a978244,maochenyan@gmail.com,active,Active in npm registory,2022-06-13T19:40:34.200Z
library,array-ify@1.0.0,MIT,,Steve Mao,array-ify,1.0.0,pkg:npm/array-ify@1.0.0,node_modules/array-ify,Turn anything into an array,git+https://github.com/stevemao/array-ify.git,"as detected from PackageJson property ""repository.url""",https://github.com/stevemao/array-ify,"as detected from PackageJson property ""homepage""",https://github.com/stevemao/array-ify/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/array-ify/-/array-ify-1.0.0.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,73900c7f7e1b29dbcf850eed04686a92028d53332be1652cf960ed0b665418e52771bc4a313beac5872d8ac796dfe2f86c0f1e73e19c67afc0fc55b89bcba49e,maochenyan@gmail.com,active,Active in npm registory,2022-06-13T03:28:21.153Z
library,dot-prop@5.3.0,MIT,,Sindre Sorhus,dot-prop,5.3.0,pkg:npm/dot-prop@5.3.0,node_modules/dot-prop,Get~ set~ or delete a property from a nested object using a dot path,git+https://github.com/sindresorhus/dot-prop.git,"as detected from PackageJson property ""repository.url""",https://github.com/sindresorhus/dot-prop#readme,"as detected from PackageJson property ""homepage""",https://github.com/sindresorhus/dot-prop/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/dot-prop/-/dot-prop-5.3.0.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,40cf2adf30dee7c86a52a8eb6903a6cd9d4b207f525902539442821f8909da842f2d993b45b417bed0ccd9712addfc2457d082bef1f82c0d0057ea2016c04cd9,sindresorhus@gmail.com,active,Active in npm registory,2024-05-09T20:31:34.697Z
library,is-obj@2.0.0,MIT,,Sindre Sorhus,is-obj,2.0.0,pkg:npm/is-obj@2.0.0,node_modules/is-obj,Check if a value is an object,git+https://github.com/sindresorhus/is-obj.git,"as detected from PackageJson property ""repository.url""",https://github.com/sindresorhus/is-obj#readme,"as detected from PackageJson property ""homepage""",https://github.com/sindresorhus/is-obj/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/is-obj/-/is-obj-2.0.0.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,76ba831b771b733c7110946839770e8ed769d49fe5ca9d66367d316b39d1b3cfa6b8186041cae76eca68c795f97cec341e73276df0f3be710c12da83109128f3,sindresorhus@gmail.com,active,Active in npm registory,2022-06-19T02:46:56.150Z
library,lodash@4.17.21,MIT,,John-David Dalton,lodash,4.17.21,pkg:npm/lodash@4.17.21,node_modules/lodash,Lodash modular utilities.,git+https://github.com/lodash/lodash.git,"as detected from PackageJson property ""repository.url""",https://lodash.com/,"as detected from PackageJson property ""homepage""",https://github.com/lodash/lodash/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/lodash/-/lodash-4.17.21.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,bf690311ee7b95e713ba568322e3533f2dd1cb880b189e99d4edef13592b81764daec43e2c54c61d5c558dc5cfb35ecb85b65519e74026ff17675b6f8f916f4a,john.david.dalton@gmail.com,active,Active in npm registory,2025-06-13T16:44:05.091Z
library,q@1.5.1,MIT,,Kris Kowal,q,1.5.1,pkg:npm/q@1.5.1,node_modules/q,A library for promises (CommonJS/Promises/A~B~D),git://github.com/kriskowal/q.git,"as detected from PackageJson property ""repository.url""",https://github.com/kriskowal/q,"as detected from PackageJson property ""homepage""",http://github.com/kriskowal/q/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/q/-/q-1.5.1.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,915fc24e1917a3ac72144654ba0c3ffa920ecb05dc0db15881272de5c4f782a95b901135489770cba510a19be8762585fdc9102d9c8313f06ed4cea056ee6557,kris@cixar.com,deprecated,"You or someone you depend on is using Q, the JavaScript Promise library that gave JavaScript developers strong feelings about promises. They can almost certainly migrate to the native JavaScript promise now. Thank you literally everyone for joining me in this bet against the odds. Be excellent to each other.

(For a CapTP with native promises, see @endo/eventual-send and @endo/captp)",2024-06-11T21:40:24.903Z
library,conventional-changelog@3.1.25,MIT,,,conventional-changelog,3.1.25,pkg:npm/conventional-changelog@3.1.25,node_modules/conventional-changelog,Generate a changelog from git metadata,git+https://github.com/conventional-changelog/conventional-changelog.git,"as detected from PackageJson property ""repository.url""",https://github.com/conventional-changelog/conventional-changelog/tree/master/packages/conventional-changelog#readme,"as detected from PackageJson property ""homepage""",https://github.com/conventional-changelog/conventional-changelog/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/conventional-changelog/-/conventional-changelog-3.1.25.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,af2862ddf77598a7f77d28db2d739f2b60f4e98c0a3627359c2f665aac9b04774e6cf77c289daf8da5d97d88f5536dedf95f13f27d1dee0c2773d5db21d15bc9,,active,Active in npm registory,2025-06-07T17:09:26.140Z
library,conventional-changelog-angular@5.0.13,ISC,,Steve Mao,conventional-changelog-angular,5.0.13,pkg:npm/conventional-changelog-angular@5.0.13,node_modules/conventional-changelog-angular,conventional-changelog angular preset,git+https://github.com/conventional-changelog/conventional-changelog.git,"as detected from PackageJson property ""repository.url""",https://github.com/conventional-changelog/conventional-changelog/tree/master/packages/conventional-changelog-angular#readme,"as detected from PackageJson property ""homepage""",https://github.com/conventional-changelog/conventional-changelog/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/conventional-changelog-angular/-/conventional-changelog-angular-5.0.13.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,8bf822a4cc6ceecf0bfd07ae6af3c5da12e72601faa44640b6dc9207a6a240b59c5f7a6e5832f7002566bc18491b19c0cb9d90735e6e6b6e81b9f63a2a99ab54,,active,Active in npm registory,2025-02-12T21:26:31.585Z
library,conventional-changelog-atom@2.0.8,ISC,,Steve Mao,conventional-changelog-atom,2.0.8,pkg:npm/conventional-changelog-atom@2.0.8,node_modules/conventional-changelog-atom,conventional-changelog atom preset,git+https://github.com/conventional-changelog/conventional-changelog.git,"as detected from PackageJson property ""repository.url""",https://github.com/conventional-changelog/conventional-changelog/tree/master/packages/conventional-changelog-atom#readme,"as detected from PackageJson property ""homepage""",https://github.com/conventional-changelog/conventional-changelog/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/conventional-changelog-atom/-/conventional-changelog-atom-2.0.8.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,c68eafe3a89cb054caddb6fb758ffc9b6aaf73cb197a646076a2dbfdb8e906c1f6532392f2b28d4e071be74db91eb8ba22900d3c0a5b5cc835e502dbd4b26907,,active,Active in npm registory,2025-02-12T21:26:32.592Z
library,conventional-changelog-codemirror@2.0.8,ISC,,Steve Mao,conventional-changelog-codemirror,2.0.8,pkg:npm/conventional-changelog-codemirror@2.0.8,node_modules/conventional-changelog-codemirror,conventional-changelog CodeMirror preset,git+https://github.com/conventional-changelog/conventional-changelog.git,"as detected from PackageJson property ""repository.url""",https://github.com/conventional-changelog/conventional-changelog/tree/master/packages/conventional-changelog-codemirror#readme,"as detected from PackageJson property ""homepage""",https://github.com/conventional-changelog/conventional-changelog/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/conventional-changelog-codemirror/-/conventional-changelog-codemirror-2.0.8.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,cf90c0b27dee8f555fa7ba68de0a6dd81a1cf817709b0dbef991dae4093d93450ab1800ee661f55014cdd2a482b89651108857e96538135a77216da844237343,,active,Active in npm registory,2025-02-12T21:26:34.691Z
library,conventional-changelog-core@4.2.4,MIT,,,conventional-changelog-core,4.2.4,pkg:npm/conventional-changelog-core@4.2.4,node_modules/conventional-changelog-core,conventional-changelog core,git+https://github.com/conventional-changelog/conventional-changelog.git,"as detected from PackageJson property ""repository.url""",https://github.com/conventional-changelog/conventional-changelog/tree/master/packages/conventional-changelog-core#readme,"as detected from PackageJson property ""homepage""",https://github.com/conventional-changelog/conventional-changelog/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/conventional-changelog-core/-/conventional-changelog-core-4.2.4.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,803552fb35491c4dafe122dce81d2c2ec3e2968474ca053b1da0d6d7868d244d6fe1296a24f20b3e5fda242ed876d444e02c9b05ff200f039b06f2a16bc5e5ca,,active,Active in npm registory,2025-02-16T19:28:09.922Z
library,add-stream@1.0.0,MIT,,Majid Burney,add-stream,1.0.0,pkg:npm/add-stream@1.0.0,node_modules/add-stream,Append the contents of one stream onto another.,git+https://github.com/wilsonjackson/add-stream.git,"as detected from PackageJson property ""repository.url""",https://github.com/wilsonjackson/add-stream,"as detected from PackageJson property ""homepage""",https://github.com/wilsonjackson/add-stream/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/add-stream/-/add-stream-1.0.0.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,a902ccafef28d160b81591904dc262281542e7d27295c3d2ad3b64eaeb2f9880c550e08a7a06a9cb554743045b14c385c9bfe29f3515a87b3e78c60a0ccd5879,moocow@euphoricsoup.com,active,Active in npm registory,2022-06-13T02:25:34.298Z
library,conventional-changelog-writer@5.0.1,MIT,,Steve Mao,conventional-changelog-writer,5.0.1,pkg:npm/conventional-changelog-writer@5.0.1,node_modules/conventional-changelog-writer,Write logs based on conventional commits and templates,git+https://github.com/conventional-changelog/conventional-changelog.git,"as detected from PackageJson property ""repository.url""",https://github.com/conventional-changelog/conventional-changelog/tree/master/packages/conventional-changelog-writer#readme,"as detected from PackageJson property ""homepage""",https://github.com/conventional-changelog/conventional-changelog/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/conventional-changelog-writer/-/conventional-changelog-writer-5.0.1.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,e56b2e2947f15bbb2e2db9406c59f101caef7faafed1bec6bcd6965305089346d732710d3ff3c489e18a55442b8cfab03d3e28dc43c0012057898ea21e8a0b39,maochenyan@gmail.com,active,Active in npm registory,2025-05-19T19:46:26.287Z
library,conventional-changelog-writer@5.0.1|semver@6.3.1,ISC,,GitHub Inc.,semver,6.3.1,pkg:npm/semver@6.3.1,node_modules/conventional-changelog-writer/node_modules/semver,The semantic version parser used by npm.,git+https://github.com/npm/node-semver.git,"as detected from PackageJson property ""repository.url""",https://github.com/npm/node-semver#readme,"as detected from PackageJson property ""homepage""",https://github.com/npm/node-semver/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/semver/-/semver-6.3.1.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,051ed5bc30951cefaadb10445ac9314ba0c9135a919dbec3c7352ba206fbd425a849f89c07162c88019df8a9749a6abf329ac6f7202b464cab4314cee978cccc,,active,Active in npm registory,2025-05-14T20:04:22.201Z
library,conventional-commits-filter@2.0.7,MIT,,Steve Mao,conventional-commits-filter,2.0.7,pkg:npm/conventional-commits-filter@2.0.7,node_modules/conventional-commits-filter,Filter out reverted commits parsed by conventional-commits-parser,git+https://github.com/conventional-changelog/conventional-changelog.git,"as detected from PackageJson property ""repository.url""",https://github.com/conventional-changelog/conventional-changelog/tree/master/packages/conventional-commits-filter#readme,"as detected from PackageJson property ""homepage""",https://github.com/conventional-changelog/conventional-changelog/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/conventional-commits-filter/-/conventional-commits-filter-2.0.7.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,0124bd49a98e3f84db08296c447c481d745f7060a722842a92f0330926d9cd314b7dc4ea255ba00746a0460b0410bb2a69e5a0b17bf9d77792d75eb09e54923c,maochenyan@gmail.com,active,Active in npm registory,2025-02-12T21:26:40.311Z
library,dateformat@3.0.3,MIT,,Steven Levithan,dateformat,3.0.3,pkg:npm/dateformat@3.0.3,node_modules/dateformat,A node.js package for Steven Levithan's excellent dateFormat() function.,git+https://github.com/felixge/node-dateformat.git,"as detected from PackageJson property ""repository.url""",https://github.com/felixge/node-dateformat,"as detected from PackageJson property ""homepage""",https://github.com/felixge/node-dateformat/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/dateformat/-/dateformat-3.0.3.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,8f20844ed4a5dd5319316791a3b898d452f5f607acd6de7984ca39c9a6a6e09aec9b910f2fcf54424a10472888f987f893caf666976782457c86bd6521d8dbdd,,active,Active in npm registory,2025-01-17T12:59:46.922Z
library,handlebars@4.7.8,MIT,,Yehuda Katz,handlebars,4.7.8,pkg:npm/handlebars@4.7.8,node_modules/handlebars,Handlebars provides the power necessary to let you build semantic templates effectively with no frustration,git+https://github.com/handlebars-lang/handlebars.js.git,"as detected from PackageJson property ""repository.url""",https://www.handlebarsjs.com/,"as detected from PackageJson property ""homepage""",https://github.com/handlebars-lang/handlebars.js/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/handlebars/-/handlebars-4.7.8.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,bda7da16ab3c319911ad25fbb05554768ddaa7f78d88b9dbe086a4b21cef3f9e97e4daf588628022a757ead3259ba1dc351224afa0313b98c5128273ce94fc69,,active,Active in npm registory,2023-09-21T20:42:57.671Z
library,minimist@1.2.8,MIT,,James Halliday,minimist,1.2.8,pkg:npm/minimist@1.2.8,node_modules/minimist,parse argument options,git://github.com/minimistjs/minimist.git,"as detected from PackageJson property ""repository.url""",https://github.com/minimistjs/minimist,"as detected from PackageJson property ""homepage""",https://github.com/minimistjs/minimist/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/minimist/-/minimist-1.2.8.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,db2c8047ca8190ddd8ba17896a7529582e54ddb6f9a2c0f2c0d07c4730d5943c031dba1c009bdeaaa8f5bbcf92543ee39164f8cafb070a95aaa96a80c5bd3308,mail@substack.net,active,Active in npm registory,2023-06-09T21:33:07.258Z
library,neo-async@2.6.2,MIT,,,neo-async,2.6.2,pkg:npm/neo-async@2.6.2,node_modules/neo-async,Neo-Async is a drop-in replacement for Async~ it almost fully covers its functionality and runs faster ,git+ssh://git@github.com/suguru03/neo-async.git,"as detected from PackageJson property ""repository.url""",https://github.com/suguru03/neo-async,"as detected from PackageJson property ""homepage""",https://github.com/suguru03/neo-async/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/neo-async/-/neo-async-2.6.2.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,61ddd4112e665824aa47ea8d4fddd2dd4a18524a8067d94b83c6bb83dae29ac5a66062bc7154e8038fec17746bb21772577b0018c5d5526a4c60ec3e74ba4ebb,,active,Active in npm registory,2022-06-21T00:04:10.222Z
library,source-map@0.6.1,BSD-3-Clause,,Nick Fitzgerald,source-map,0.6.1,pkg:npm/source-map@0.6.1,node_modules/source-map,Generates and consumes source maps,git+ssh://git@github.com/mozilla/source-map.git,"as detected from PackageJson property ""repository.url""",https://github.com/mozilla/source-map,"as detected from PackageJson property ""homepage""",https://github.com/mozilla/source-map/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/source-map/-/source-map-0.6.1.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,52381aa6e99695b3219018334fb624739617513e3a17488abbc4865ead1b7303f9773fe1d0f963e9e9c9aa3cf565bab697959aa989eb55bc16396332177178ee,nfitzgerald@mozilla.com,active,Active in npm registory,2025-04-01T16:35:05.105Z
library,uglify-js@3.19.3,BSD-2-Clause,,Mihai Bazon,uglify-js,3.19.3,pkg:npm/uglify-js@3.19.3,node_modules/uglify-js,JavaScript parser~ mangler/compressor and beautifier toolkit,git+https://github.com/mishoo/UglifyJS.git,"as detected from PackageJson property ""repository.url""",https://github.com/mishoo/UglifyJS#readme,"as detected from PackageJson property ""homepage""",https://github.com/mishoo/UglifyJS/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/uglify-js/-/uglify-js-3.19.3.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,bf75eefb2bb00578aca7a4184dc1f851b1fec58257aa7ab69bf2ed41558a5b361cd627a16272e2c6840337d147ebf8fdfe8c9b7dde96f46870925f3e50c29329,mihai.bazon@gmail.com,active,Active in npm registory,2025-01-06T16:03:36.699Z
library,wordwrap@1.0.0,MIT,,James Halliday,wordwrap,1.0.0,pkg:npm/wordwrap@1.0.0,node_modules/wordwrap,Wrap those words. Show them at what columns to start and stop.,git://github.com/substack/node-wordwrap.git,"as detected from PackageJson property ""repository.url""",https://github.com/substack/node-wordwrap#readme,"as detected from PackageJson property ""homepage""",https://github.com/substack/node-wordwrap/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/wordwrap/-/wordwrap-1.0.0.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,82f57324594fc9c29ce5d64de323e43fcc3b0dcdfb06d3f5c9ccc49de39be2eab7e295d972faed45399657c5be5267be5c2c4a81b8ccfa77af93214f3326dde1,mail@substack.net,active,Active in npm registory,2023-07-10T23:18:54.232Z
